Host_Prot	Path_Prot	Similarity_Score
UNIPROT_AC:P06733	UNIPROT_AC:P03496	0.195
UNIPROT_AC:P45984	UNIPROT_AC:Q6DP93	0.15
UNIPROT_AC:Q92521	UNIPROT_AC:P03430	0.135
UNIPROT_AC:P15947	UNIPROT_AC:P02829	0.12
UNIPROT_AC:Q99683	UNIPROT_AC:P04601	0.18
UNIPROT_AC:Q8N3F0	UNIPROT_AC:P04578	0.03
UNIPROT_AC:Q15599	UNIPROT_AC:Q8CZH6	0.055
UNIPROT_AC:B4DKG8	UNIPROT_AC:Q81N85	0.1
UNIPROT_AC:Q8WXY5	UNIPROT_AC:Q81VE1	0.03
UNIPROT_AC:Q8NET1	UNIPROT_AC:P0C6Z1	0.025
UNIPROT_AC:P09429	UNIPROT_AC:Q912Z8	0.01
UNIPROT_AC:O95297	UNIPROT_AC:B9UPF3	0.06
UNIPROT_AC:Q96P26	UNIPROT_AC:Q9WMX2	0.11
UNIPROT_AC:Q9UQE7	UNIPROT_AC:Q81WI9	0.1725
UNIPROT_AC:O94992	UNIPROT_AC:Q81LD0	0.045
UNIPROT_AC:F4NBS6	UNIPROT_AC:Q5NIE3	0.03
UNIPROT_AC:Q14103	UNIPROT_AC:Q1HVI8	0.0775
UNIPROT_AC:P54727	UNIPROT_AC:P22141	0.1225
UNIPROT_AC:Q9UMS0	UNIPROT_AC:P04585	0.0725
UNIPROT_AC:P55072	UNIPROT_AC:P03454	0.17
UNIPROT_AC:O76083-2	UNIPROT_AC:Q12259	0.05
UNIPROT_AC:Q13137	UNIPROT_AC:Q06707	0.0675
UNIPROT_AC:A0A126GWS7	UNIPROT_AC:Q81VK2	0.03
UNIPROT_AC:Q9EQH2	UNIPROT_AC:P06463	0.095
UNIPROT_AC:P68135	UNIPROT_AC:P40413	0.09
UNIPROT_AC:P43307	UNIPROT_AC:P05780	0.09
UNIPROT_AC:Q96IX9	UNIPROT_AC:P05777	0.025
UNIPROT_AC:B0QZF7	UNIPROT_AC:P04591	0.0
UNIPROT_AC:F2WHY9	UNIPROT_AC:Q7CGT6	0.03
UNIPROT_AC:A0A024R701	UNIPROT_AC:Q07379	0.0
UNIPROT_AC:Q16774	UNIPROT_AC:B4URF6	0.04
UNIPROT_AC:O55042	UNIPROT_AC:P39940	0.18
UNIPROT_AC:Q13061	UNIPROT_AC:P03427	0.055
UNIPROT_AC:Q9NR56	UNIPROT_AC:Q9ZC30	0.035
UNIPROT_AC:O95379	UNIPROT_AC:P05780	0.0425
UNIPROT_AC:P18577	UNIPROT_AC:P04544	0.0275
UNIPROT_AC:Q6P788	UNIPROT_AC:P03070	0.18
UNIPROT_AC:Q05086	UNIPROT_AC:P04019	0.13
UNIPROT_AC:P43346	UNIPROT_AC:P03129	0.0775
UNIPROT_AC:Q9HD45	UNIPROT_AC:B9UPF3	0.11
UNIPROT_AC:P35613	UNIPROT_AC:P05777	0.0525
UNIPROT_AC:Q96SN8	UNIPROT_AC:Q6F051	0.01
UNIPROT_AC:G3V0E6	UNIPROT_AC:P32565	0.0375
UNIPROT_AC:E9PJZ6	UNIPROT_AC:Q3SBS4	0.01
UNIPROT_AC:P07910-2	UNIPROT_AC:P40507	0.18
UNIPROT_AC:P62829	UNIPROT_AC:Q89268	0.045
UNIPROT_AC:Q59GM9	UNIPROT_AC:Q8ZHI8	0.11
UNIPROT_AC:U3KQ87	UNIPROT_AC:Q8ZH30	0.04
UNIPROT_AC:Q8ND24	UNIPROT_AC:P03466	0.025
UNIPROT_AC:Q3U6B2	UNIPROT_AC:P06463	0.1
UNIPROT_AC:Q8IXT5	UNIPROT_AC:P23372	0.0
UNIPROT_AC:C9JKI6	UNIPROT_AC:Q5NGL8	0.0
UNIPROT_AC:F4NBM3	UNIPROT_AC:Q5NH02	0.015
UNIPROT_AC:Q8N5U0	UNIPROT_AC:P06921	0.0
UNIPROT_AC:A0A096LP49	UNIPROT_AC:P0C6Z1	0.0
UNIPROT_AC:P19474	UNIPROT_AC:P03427	0.1175
UNIPROT_AC:B7Z6I6	UNIPROT_AC:Q5NEB2	0.0075
UNIPROT_AC:P01563	UNIPROT_AC:Q6DP94	0.03
UNIPROT_AC:Q96BD5	UNIPROT_AC:Q7CI00	0.05
UNIPROT_AC:P61599	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:E9PDH4	UNIPROT_AC:Q81XH0	0.01
UNIPROT_AC:P50391	UNIPROT_AC:P04608	0.04
UNIPROT_AC:O75084	UNIPROT_AC:P04544	0.17
UNIPROT_AC:O75844	UNIPROT_AC:B4URF1	0.0275
UNIPROT_AC:Q15365	UNIPROT_AC:P24835	0.1275
UNIPROT_AC:P30443	UNIPROT_AC:P06927	0.09
UNIPROT_AC:O00459	UNIPROT_AC:Q1I2B3	0.145
UNIPROT_AC:Q9NZQ9	UNIPROT_AC:P0C739	0.05
UNIPROT_AC:P62714	UNIPROT_AC:P04585	0.1
UNIPROT_AC:Q13310	UNIPROT_AC:Q99AU3	0.13
UNIPROT_AC:Q15717	UNIPROT_AC:Q82506	0.1925
UNIPROT_AC:P30291	UNIPROT_AC:P03470	0.075
UNIPROT_AC:Q9GZV5	UNIPROT_AC:Q5NFN4	0.05
UNIPROT_AC:Q7Z5R6	UNIPROT_AC:P14335	0.0525
UNIPROT_AC:K7EPT5	UNIPROT_AC:P32342	0.0
UNIPROT_AC:Q9P035	UNIPROT_AC:P0C737	0.075
UNIPROT_AC:Q4VC12	UNIPROT_AC:P03466	0.105
UNIPROT_AC:A0A089H989	UNIPROT_AC:Q7CGT3	0.03
UNIPROT_AC:Q504Y0	UNIPROT_AC:Q1HVF7	0.0525
UNIPROT_AC:Q9UBW5	UNIPROT_AC:Q81TT4	0.035
UNIPROT_AC:P41235	UNIPROT_AC:O41949	0.01
UNIPROT_AC:O75506	UNIPROT_AC:P32502	0.06
UNIPROT_AC:O00505	UNIPROT_AC:P03496	0.3125
UNIPROT_AC:P11021	UNIPROT_AC:P27958	0.165
UNIPROT_AC:Q8IXI2	UNIPROT_AC:P0C737	0.075
UNIPROT_AC:Q5TAH2	UNIPROT_AC:P04608	0.04
UNIPROT_AC:O75688	UNIPROT_AC:Q20MH0	0.03
UNIPROT_AC:A0A087WUI1	UNIPROT_AC:P32527	0.075
UNIPROT_AC:O14503	UNIPROT_AC:P03428	0.055
UNIPROT_AC:P61289	UNIPROT_AC:P32502	0.14
UNIPROT_AC:Q9UHX1	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q6UXF1	UNIPROT_AC:P03496	0.01
UNIPROT_AC:U5IT05	UNIPROT_AC:Q8Z9U2	0.03
UNIPROT_AC:I3L2E8	UNIPROT_AC:Q81S59	0.0
UNIPROT_AC:Q9NYF3	UNIPROT_AC:P36791	0.025
UNIPROT_AC:O15270	UNIPROT_AC:B9UPF3	0.055
UNIPROT_AC:O95400	UNIPROT_AC:P23372	0.01
UNIPROT_AC:Q9BSJ1	UNIPROT_AC:P03317	0.035
UNIPROT_AC:O60487	UNIPROT_AC:D3YP88	0.03
UNIPROT_AC:Q5T0W9	UNIPROT_AC:P06921	0.04
UNIPROT_AC:L8BTX7	UNIPROT_AC:Q81UV4	0.015
UNIPROT_AC:J3QLQ8	UNIPROT_AC:Q7CKK6	0.0
UNIPROT_AC:P04271	UNIPROT_AC:P32502	0.06
UNIPROT_AC:Q9NZB2	UNIPROT_AC:P03470	0.04
UNIPROT_AC:Q9Y673	UNIPROT_AC:P0C737	0.06
UNIPROT_AC:P49447	UNIPROT_AC:Q82506	0.045
UNIPROT_AC:Q8BJU0	UNIPROT_AC:Q8AZK7	0.06
UNIPROT_AC:P31947	UNIPROT_AC:P0C763	0.01
UNIPROT_AC:A0A087WV11	UNIPROT_AC:P58497	0.01
UNIPROT_AC:A0A0N6W7M0	UNIPROT_AC:P32562	0.03
UNIPROT_AC:P17612	UNIPROT_AC:P03427	0.14
UNIPROT_AC:Q0VAM2	UNIPROT_AC:P0CK50	0.015
UNIPROT_AC:K4DIB0	UNIPROT_AC:P40325	0.01
UNIPROT_AC:Q5JVF3	UNIPROT_AC:P03496	0.165
UNIPROT_AC:P61081	UNIPROT_AC:P0CX99	0.01
UNIPROT_AC:P0CG48	UNIPROT_AC:P10080	0.1225
UNIPROT_AC:D2DKH2	UNIPROT_AC:P09959	0.0625
UNIPROT_AC:C9JPN9	UNIPROT_AC:P05777	0.03
UNIPROT_AC:O75534	UNIPROT_AC:P03470	0.04
UNIPROT_AC:Q8C2R7	UNIPROT_AC:P03129	0.0275
UNIPROT_AC:A8MWA6	UNIPROT_AC:P06932	0.0
UNIPROT_AC:Q9P0J7	UNIPROT_AC:P06788	0.085
UNIPROT_AC:A0A125RM81	UNIPROT_AC:Q7CHX9	0.035
UNIPROT_AC:Q13243	UNIPROT_AC:Q8ZCT9	0.11
UNIPROT_AC:O60303	UNIPROT_AC:Q0WDE1	0.02
UNIPROT_AC:P55795	UNIPROT_AC:P15682	0.055
UNIPROT_AC:P43365	UNIPROT_AC:P03495	0.0
UNIPROT_AC:Q9H707	UNIPROT_AC:Q81US9	0.01
UNIPROT_AC:Q92543	UNIPROT_AC:P06423	0.05
UNIPROT_AC:Q9GKL2	UNIPROT_AC:Q6S6Q5	0.015
UNIPROT_AC:Q15022	UNIPROT_AC:Q9QLP4	0.1
UNIPROT_AC:O75711	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:Q7Z6P3	UNIPROT_AC:P03496	0.0775
UNIPROT_AC:Q9ULD9	UNIPROT_AC:P0C737	0.0
UNIPROT_AC:F2VNK1	UNIPROT_AC:Q81TT3	0.03
UNIPROT_AC:A1DTC8	UNIPROT_AC:P15682	0.03
UNIPROT_AC:O75569	UNIPROT_AC:O92551	0.1775
UNIPROT_AC:Q6MZM4	UNIPROT_AC:P39935	0.0
UNIPROT_AC:P35579	UNIPROT_AC:Q8ZFB2	0.1325
UNIPROT_AC:P22492	UNIPROT_AC:Q997F2	0.045
UNIPROT_AC:Q9NVH1	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q4AC99	UNIPROT_AC:P05919	0.04
UNIPROT_AC:Q58G82	UNIPROT_AC:P03496	0.09
UNIPROT_AC:O43776	UNIPROT_AC:P04618	0.09
UNIPROT_AC:A0A0H4M9Y1	UNIPROT_AC:Q8D1N3	0.055
UNIPROT_AC:E2DH92	UNIPROT_AC:Q7CKH9	0.03
UNIPROT_AC:B2RDI5	UNIPROT_AC:P38247	0.03
UNIPROT_AC:Q99613	UNIPROT_AC:P03366	0.0425
UNIPROT_AC:O00481	UNIPROT_AC:Q1HVI8	0.045
UNIPROT_AC:Q16520	UNIPROT_AC:P18092	0.095
UNIPROT_AC:Q9CY57	UNIPROT_AC:Q85646	0.025
UNIPROT_AC:Q9Y448	UNIPROT_AC:Q91NH1	0.025
UNIPROT_AC:Q28640	UNIPROT_AC:P06782	0.12
UNIPROT_AC:Q9Y2J4	UNIPROT_AC:P33297	0.075
UNIPROT_AC:A0A140VK12	UNIPROT_AC:P06422	0.03
UNIPROT_AC:O14936	UNIPROT_AC:Q81M79	0.0475
UNIPROT_AC:P42858	UNIPROT_AC:P36521	0.1175
UNIPROT_AC:Q96HA1	UNIPROT_AC:P90495	0.215
UNIPROT_AC:Q91ZA6	UNIPROT_AC:P03081	0.0925
UNIPROT_AC:Q504Q3	UNIPROT_AC:Q7CGN6	0.03
UNIPROT_AC:Q9GZQ8	UNIPROT_AC:P05780	0.03
UNIPROT_AC:E9PG84	UNIPROT_AC:P14737	0.0
UNIPROT_AC:H0YA02	UNIPROT_AC:P15682	0.0
UNIPROT_AC:P06400	UNIPROT_AC:Q8VSP9	0.045
UNIPROT_AC:O15260	UNIPROT_AC:P0CK49	0.02
UNIPROT_AC:Q3SYC2	UNIPROT_AC:P03177	0.155
UNIPROT_AC:Q00537	UNIPROT_AC:P13285	0.025
UNIPROT_AC:I3L1M1	UNIPROT_AC:Q12460	0.0
UNIPROT_AC:Q8NG92	UNIPROT_AC:P03496	0.0475
UNIPROT_AC:Q2M1Q7	UNIPROT_AC:P52286	0.0
UNIPROT_AC:P29966	UNIPROT_AC:P0C739	0.05
UNIPROT_AC:P0CW24	UNIPROT_AC:P04618	0.045
UNIPROT_AC:P29966	UNIPROT_AC:P03246	0.0575
INTACT:EBI-1267003	UNIPROT_AC:Q03463	0.0
UNIPROT_AC:P18545	UNIPROT_AC:P0C762	0.01
UNIPROT_AC:P68135	UNIPROT_AC:P39076	0.09
UNIPROT_AC:Q9Y6K8	UNIPROT_AC:Q05322	0.025
UNIPROT_AC:A1L167	UNIPROT_AC:P0C737	0.01
UNIPROT_AC:P63010	UNIPROT_AC:A6YJF2	0.04
UNIPROT_AC:Q9UHC9	UNIPROT_AC:P10226	0.06
UNIPROT_AC:Q9H1R2	UNIPROT_AC:P15659	0.105
UNIPROT_AC:P17844	UNIPROT_AC:B4URF1	0.0275
UNIPROT_AC:Q14469	UNIPROT_AC:P04620	0.095
UNIPROT_AC:Q15041	UNIPROT_AC:Q02821	0.13
UNIPROT_AC:A0A0X7YLB1	UNIPROT_AC:Q5NIJ6	0.015
UNIPROT_AC:E5RJ14	UNIPROT_AC:O94309	0.1
UNIPROT_AC:Q07812	UNIPROT_AC:P49334	0.185
UNIPROT_AC:P07305	UNIPROT_AC:P15682	0.025
UNIPROT_AC:Q6ZMN8	UNIPROT_AC:P12504	0.0
UNIPROT_AC:Q9UGK3	UNIPROT_AC:P04487	0.055
UNIPROT_AC:A8KAM5	UNIPROT_AC:Q5NF67	0.055
UNIPROT_AC:P04637	UNIPROT_AC:P69721	0.035
UNIPROT_AC:Q99832	UNIPROT_AC:P06929	0.0525
UNIPROT_AC:Q9GZZ0	UNIPROT_AC:P04620	0.045
UNIPROT_AC:E9PNU3	UNIPROT_AC:P28004	0.01
UNIPROT_AC:Q8BVI5	UNIPROT_AC:Q6UK10	0.075
UNIPROT_AC:Q99518	UNIPROT_AC:P04487	0.045
UNIPROT_AC:Q86TI2	UNIPROT_AC:D1LN35	0.03
UNIPROT_AC:F1D8S7	UNIPROT_AC:P39517	0.095
UNIPROT_AC:Q15293	UNIPROT_AC:P88970	0.01
UNIPROT_AC:Q13224	UNIPROT_AC:Q997F2	0.08
UNIPROT_AC:Q8WV24	UNIPROT_AC:Q8D016	0.015
UNIPROT_AC:Q15262	UNIPROT_AC:P0C737	0.075
UNIPROT_AC:A4D270	UNIPROT_AC:P35729	0.0
UNIPROT_AC:Q6P5Q0	UNIPROT_AC:Q81N61	0.0
UNIPROT_AC:Q9BSA4	UNIPROT_AC:P04487	0.03
UNIPROT_AC:P46783	UNIPROT_AC:O56264	0.04
UNIPROT_AC:A0A0U5FLC8	UNIPROT_AC:Q8Z9R8	0.01
UNIPROT_AC:Q14934	UNIPROT_AC:Q05127	0.205
UNIPROT_AC:V9GZZ3	UNIPROT_AC:Q8CLP4	0.0
UNIPROT_AC:Q6ZT77	UNIPROT_AC:P14335	0.105
UNIPROT_AC:Q05639	UNIPROT_AC:P05777	0.045
UNIPROT_AC:Q16821	UNIPROT_AC:P04544	0.0425
UNIPROT_AC:Q8NGG6	UNIPROT_AC:P03495	0.06
UNIPROT_AC:P35268	UNIPROT_AC:P15659	0.055
UNIPROT_AC:Q92484	UNIPROT_AC:P03470	0.1
UNIPROT_AC:Q6ZUT4	UNIPROT_AC:P03454	0.0
UNIPROT_AC:D6RBY1	UNIPROT_AC:P25303	0.0175
UNIPROT_AC:P25791	UNIPROT_AC:P03129	0.13
UNIPROT_AC:Q969P0	UNIPROT_AC:P03496	0.045
UNIPROT_AC:P47914	UNIPROT_AC:Q82506	0.055
UNIPROT_AC:O88712	UNIPROT_AC:P03126	0.135
UNIPROT_AC:Q9NX63	UNIPROT_AC:P14079	0.075
UNIPROT_AC:Q92785	UNIPROT_AC:P04608	0.115
UNIPROT_AC:A0A0C4DGF1	UNIPROT_AC:Q02821	0.045
UNIPROT_AC:P32969	UNIPROT_AC:P04487	0.0425
UNIPROT_AC:Q96P67	UNIPROT_AC:P03427	0.03
UNIPROT_AC:X5MBH2	UNIPROT_AC:Q8ZC49	0.03
UNIPROT_AC:U3KPX2	UNIPROT_AC:Q7CJW5	0.025
UNIPROT_AC:P12814	UNIPROT_AC:P0C705	0.0325
UNIPROT_AC:Q15554	UNIPROT_AC:P03211	0.27
UNIPROT_AC:P61289	UNIPROT_AC:P0C705	0.0375
UNIPROT_AC:Q05513	UNIPROT_AC:Q69140	0.0875
UNIPROT_AC:Q15050	UNIPROT_AC:Q7CJD3	0.0325
UNIPROT_AC:P62829	UNIPROT_AC:P03427	0.045
UNIPROT_AC:O43823	UNIPROT_AC:B4URF7	0.0925
UNIPROT_AC:O15287	UNIPROT_AC:P14079	0.045
UNIPROT_AC:Q7L1Q6	UNIPROT_AC:P05780	0.03
UNIPROT_AC:B2RN74	UNIPROT_AC:P04608	0.035
UNIPROT_AC:Q96GX9	UNIPROT_AC:Q7CHH1	0.035
UNIPROT_AC:P15924	UNIPROT_AC:P04585	0.075
UNIPROT_AC:P06241	UNIPROT_AC:Q90VU7	0.18
UNIPROT_AC:P49903	UNIPROT_AC:Q82506	0.055
UNIPROT_AC:A0A0B4J1Y2	UNIPROT_AC:Q9QLP4	0.045
UNIPROT_AC:Q96EY1-3	UNIPROT_AC:P38340	0.08
UNIPROT_AC:Q14406	UNIPROT_AC:P0C739	0.035
UNIPROT_AC:Q9NW13	UNIPROT_AC:P12504	0.04
UNIPROT_AC:Q9BRA0	UNIPROT_AC:Q05322	0.02
UNIPROT_AC:Q8N9G1	UNIPROT_AC:P03120	0.03
UNIPROT_AC:Q9Y5T4	UNIPROT_AC:P03495	0.13
UNIPROT_AC:P97464	UNIPROT_AC:Q8AZK7	0.03
UNIPROT_AC:Q15005	UNIPROT_AC:P06932	0.0325
UNIPROT_AC:Q8NGG0	UNIPROT_AC:P03211	0.04
UNIPROT_AC:P61586	UNIPROT_AC:P38889	0.11
UNIPROT_AC:Q13243	UNIPROT_AC:P03430	0.075
UNIPROT_AC:O60725	UNIPROT_AC:P0C737	0.06
UNIPROT_AC:Q8N2G8	UNIPROT_AC:P06428	0.01
UNIPROT_AC:P0CG48	UNIPROT_AC:P37303	0.0675
UNIPROT_AC:Q8NHQ1	UNIPROT_AC:P47041	0.0925
UNIPROT_AC:Q86VP6	UNIPROT_AC:P05780	0.03
UNIPROT_AC:P20807-4	UNIPROT_AC:P46948	0.075
UNIPROT_AC:Q86VL0	UNIPROT_AC:Q7CJG3	0.035
UNIPROT_AC:P22303	UNIPROT_AC:P03177	0.075
UNIPROT_AC:F8WFD7	UNIPROT_AC:P36817	0.0
UNIPROT_AC:P58021	UNIPROT_AC:P06463	0.01
UNIPROT_AC:A6NJW9	UNIPROT_AC:P04544	0.075
UNIPROT_AC:P84243	UNIPROT_AC:P04620	0.045
UNIPROT_AC:A6Z9Z3	UNIPROT_AC:Q5NGV7	0.05
UNIPROT_AC:Q9H560	UNIPROT_AC:P03454	0.01
UNIPROT_AC:Q14667	UNIPROT_AC:P06484	0.02
UNIPROT_AC:P05549	UNIPROT_AC:P06932	0.115
UNIPROT_AC:Q8NFV4	UNIPROT_AC:P06927	0.0225
UNIPROT_AC:Q96QZ7	UNIPROT_AC:Q81XA4	0.03
UNIPROT_AC:L8EAE3	UNIPROT_AC:P29703	0.0
UNIPROT_AC:P41273	UNIPROT_AC:Q89268	0.0575
UNIPROT_AC:P19113	UNIPROT_AC:P03454	0.045
UNIPROT_AC:P47985	UNIPROT_AC:Q0A2H0	0.045
UNIPROT_AC:P19338	UNIPROT_AC:P04608	0.14
UNIPROT_AC:H7C1G3	UNIPROT_AC:Q9E7P0	0.01
UNIPROT_AC:P08195	UNIPROT_AC:P06463	0.0525
UNIPROT_AC:Q96CN9	UNIPROT_AC:P31412	0.105
UNIPROT_AC:Q93099	UNIPROT_AC:Q20MC6	0.09
UNIPROT_AC:P62829	UNIPROT_AC:P04618	0.085
UNIPROT_AC:Q5T8R8	UNIPROT_AC:P15659	0.0
UNIPROT_AC:P07910	UNIPROT_AC:O56264	0.13
UNIPROT_AC:Q15415	UNIPROT_AC:P38340	0.045
UNIPROT_AC:B3KQB2	UNIPROT_AC:Q8ZCV9	0.015
UNIPROT_AC:O00303	UNIPROT_AC:P03129	0.1
UNIPROT_AC:O43143	UNIPROT_AC:P03496	0.1025
UNIPROT_AC:Q6PHW0	UNIPROT_AC:Q89268	0.07
UNIPROT_AC:Q71U36	UNIPROT_AC:P04487	0.045
UNIPROT_AC:Q8N2I2	UNIPROT_AC:P03427	0.13
UNIPROT_AC:L7QJN0	UNIPROT_AC:Q81KY8	0.0375
UNIPROT_AC:Q96P16	UNIPROT_AC:Q81KT8	0.06
UNIPROT_AC:P20039	UNIPROT_AC:Q82506	0.055
UNIPROT_AC:Q9BQE3	UNIPROT_AC:A8E1C4	0.045
UNIPROT_AC:P79522	UNIPROT_AC:Q5NGR3	0.065
UNIPROT_AC:Q7Z4H4	UNIPROT_AC:P06428	0.05
UNIPROT_AC:Q5M775	UNIPROT_AC:Q8D053	0.055
UNIPROT_AC:P36542	UNIPROT_AC:P0C739	0.045
UNIPROT_AC:Q96RQ9	UNIPROT_AC:P04298	0.1125
UNIPROT_AC:A0A024R476	UNIPROT_AC:P38986	0.0
UNIPROT_AC:P60660	UNIPROT_AC:P05780	0.03
UNIPROT_AC:Q9UMX9	UNIPROT_AC:P06428	0.03
UNIPROT_AC:Q10571	UNIPROT_AC:P05780	0.0475
UNIPROT_AC:Q60953	UNIPROT_AC:Q8UN00	0.06
UNIPROT_AC:Q6UXY8	UNIPROT_AC:P03433	0.025
UNIPROT_AC:Q8N0S6	UNIPROT_AC:P06927	0.025
UNIPROT_AC:Q9HAT2	UNIPROT_AC:O36551	0.01
UNIPROT_AC:O75531	UNIPROT_AC:P05777	0.04
UNIPROT_AC:H0YGE5	UNIPROT_AC:P00330	0.01
UNIPROT_AC:Q92876	UNIPROT_AC:P36817	0.06
UNIPROT_AC:F1CC75	UNIPROT_AC:P15682	0.015
UNIPROT_AC:G3CA09	UNIPROT_AC:Q8CWG5	0.045
UNIPROT_AC:Q96PU5	UNIPROT_AC:P14359	0.07
UNIPROT_AC:A6NCL7	UNIPROT_AC:P0C739	0.0
UNIPROT_AC:Q96K62	UNIPROT_AC:Q7CGI0	0.045
UNIPROT_AC:Q9NZF8	UNIPROT_AC:P03246	0.0
UNIPROT_AC:Q8NI80	UNIPROT_AC:Q81V26	0.01
UNIPROT_AC:F5H322	UNIPROT_AC:Q12438	0.025
UNIPROT_AC:Q9Y5Q9	UNIPROT_AC:Q8D192	0.045
UNIPROT_AC:Q14192	UNIPROT_AC:Q8ZCR1	0.095
UNIPROT_AC:C9JZ61	UNIPROT_AC:Q7CG61	0.0
UNIPROT_AC:Q9H4G4	UNIPROT_AC:P03246	0.09
UNIPROT_AC:P08865	UNIPROT_AC:P05453	0.155
UNIPROT_AC:P48643	UNIPROT_AC:P03427	0.09
UNIPROT_AC:P43243	UNIPROT_AC:P04620	0.04
UNIPROT_AC:O43600	UNIPROT_AC:P15682	0.0275
UNIPROT_AC:O88600	UNIPROT_AC:Q6UK10	0.0225
UNIPROT_AC:Q15544	UNIPROT_AC:P06932	0.15
UNIPROT_AC:Q9Y5S9	UNIPROT_AC:P04608	0.14
UNIPROT_AC:P22736	UNIPROT_AC:P06423	0.1325
UNIPROT_AC:Q9NU22	UNIPROT_AC:P04544	0.04
UNIPROT_AC:M0R0I3	UNIPROT_AC:P04620	0.01
UNIPROT_AC:O00506	UNIPROT_AC:P06927	0.0775
UNIPROT_AC:Q8WW62	UNIPROT_AC:P04487	0.025
UNIPROT_AC:Q15109	UNIPROT_AC:B4URF2	0.03
UNIPROT_AC:Q13838	UNIPROT_AC:Q2HR75	0.0825
UNIPROT_AC:Q4G0I0	UNIPROT_AC:P04544	0.01
UNIPROT_AC:O75635	UNIPROT_AC:Q1HVH9	0.06
UNIPROT_AC:P63167	UNIPROT_AC:Q4TWM1	0.0275
UNIPROT_AC:Q6ZV30	UNIPROT_AC:P68587	0.0075
UNIPROT_AC:Q7Z4T9	UNIPROT_AC:P59596	0.02
UNIPROT_AC:L8EB66	UNIPROT_AC:Q8CZM3	0.0
UNIPROT_AC:Q9UKB1	UNIPROT_AC:P05919	0.075
UNIPROT_AC:O88794	UNIPROT_AC:P03070	0.125
UNIPROT_AC:Q14061	UNIPROT_AC:P36046	0.085
UNIPROT_AC:Q7L2E3	UNIPROT_AC:Q194T2	0.05
UNIPROT_AC:Q8TAF5	UNIPROT_AC:Q03463	0.0
UNIPROT_AC:Q9UL59	UNIPROT_AC:P04601	0.0675
UNIPROT_AC:P23527	UNIPROT_AC:P04608	0.075
UNIPROT_AC:P78527	UNIPROT_AC:P04620	0.045
UNIPROT_AC:Q15654	UNIPROT_AC:P38263	0.0675
UNIPROT_AC:O75165	UNIPROT_AC:Q1HVI8	0.04
UNIPROT_AC:Q9BY08	UNIPROT_AC:P06428	0.025
UNIPROT_AC:P15812	UNIPROT_AC:P88980	0.0225
UNIPROT_AC:P52292	UNIPROT_AC:P03101	0.0575
UNIPROT_AC:P51523	UNIPROT_AC:P06921	0.145
UNIPROT_AC:P0CG48	UNIPROT_AC:P0CX84	0.0775
UNIPROT_AC:Q9NXG6	UNIPROT_AC:P04601	0.04
UNIPROT_AC:Q15942	UNIPROT_AC:P06462	0.1075
UNIPROT_AC:O60610	UNIPROT_AC:P04585	0.08
UNIPROT_AC:Q12857	UNIPROT_AC:P03427	0.1725
UNIPROT_AC:Q9NXW2	UNIPROT_AC:P04544	0.01
UNIPROT_AC:P00156	UNIPROT_AC:P36801	0.035
UNIPROT_AC:P21912	UNIPROT_AC:Q0A2H0	0.045
UNIPROT_AC:Q9BS40	UNIPROT_AC:Q05322	0.025
UNIPROT_AC:Q96CP6	UNIPROT_AC:Q7CKH1	0.0225
UNIPROT_AC:V9GZ77	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q8NCG5	UNIPROT_AC:P04544	0.08
UNIPROT_AC:Q03135	UNIPROT_AC:P03419	0.025
UNIPROT_AC:O75456	UNIPROT_AC:Q81S59	0.0
UNIPROT_AC:P12830	UNIPROT_AC:P0DJM0	0.07
UNIPROT_AC:E9PP27	UNIPROT_AC:P15682	0.025
UNIPROT_AC:Q9NUD5	UNIPROT_AC:B4URF1	0.055
UNIPROT_AC:Q6UXD1	UNIPROT_AC:Q2PJP0	0.01
UNIPROT_AC:Q8TBQ9	UNIPROT_AC:Q82506	0.01
UNIPROT_AC:Q12905	UNIPROT_AC:P03496	0.15
UNIPROT_AC:Q9H773	UNIPROT_AC:P05777	0.04
UNIPROT_AC:Q8N5L8	UNIPROT_AC:Q91B85	0.0775
UNIPROT_AC:B1WC39	UNIPROT_AC:Q6UK10	0.01
UNIPROT_AC:Q9Y3T6	UNIPROT_AC:P15059	0.025
UNIPROT_AC:O43491	UNIPROT_AC:Q8D0Q9	0.0575
UNIPROT_AC:Q8IZF3	UNIPROT_AC:P36780	0.03
UNIPROT_AC:O75569	UNIPROT_AC:Q05127	0.23
UNIPROT_AC:Q6UXT9	UNIPROT_AC:Q81L14	0.025
UNIPROT_AC:Q8BYR1	UNIPROT_AC:P69721	0.025
UNIPROT_AC:P11717	UNIPROT_AC:P06927	0.085
UNIPROT_AC:Q0X0F2	UNIPROT_AC:P09733	0.115
UNIPROT_AC:P62837	UNIPROT_AC:P34909	0.17
UNIPROT_AC:O14641	UNIPROT_AC:Q08909	0.065
UNIPROT_AC:Q53G85	UNIPROT_AC:P38251	0.1325
UNIPROT_AC:O75153	UNIPROT_AC:Q7CIZ7	0.04
UNIPROT_AC:A0A0A7C3W1	UNIPROT_AC:P38011	0.03
UNIPROT_AC:Q8VFK7	UNIPROT_AC:P03074	0.04
